id,dispatch_time,incident_type,priority_number,units_arrived_at_scene
14267,2023-06-06 09:44,Medical,4,0
14268,2023-05-05 13:09,Other,3,6
14269,2023-01-30 21:16,Medical,9,5
14270,2023-05-28 16:39,Medical,12,5
14271,2023-01-20 08:17,Other,12,2
14272,2023-01-30 14:53,Medical,13,3
14273,2023-02-23 13:31,Other,5,5
14274,2023-11-26 03:10,Medical,4,5
14275,2023-05-10 17:53,Other,9,6
14276,2023-01-20 16:56,Motor Vehicle Accident,4,3
14277,2023-10-04 03:07,Motor Vehicle Accident,5,5
14278,2023-12-02 02:13,Fire,4,3
14279,2023-05-16 14:43,Motor Vehicle Accident,1,9
14280,2023-04-15 10:31,Fire,4,7
14281,2023-02-22 13:59,Other,5,4
14282,2023-07-23 21:52,Medical,5,6
14283,2023-03-19 09:43,Medical,5,4
14284,2023-03-04 07:16,Fire,3,3
14285,2023-09-05 12:30,Medical,1,7
14286,2023-06-18 17:28,Emergency Transfer,4,6
14287,2023-05-08 17:16,Medical,3,5
14288,2023-06-18 17:51,Other,5,4
14289,2023-12-12 05:34,Medical,14,4
14290,2023-01-13 11:29,Medical,4,4
14291,2023-04-06 03:24,Other,11,4
14292,2023-02-20 10:21,Motor Vehicle Accident,9,6
14293,2023-12-12 20:50,Medical,5,2
14294,2023-09-11 08:07,Medical,4,5
14295,2023-12-01 11:46,Motor Vehicle Accident,13,4
14296,2023-12-09 23:34,Medical,3,1
14297,2023-01-17 20:58,Fire,5,11
14298,2023-02-17 07:42,Medical,11,6
14299,2023-04-16 21:14,Medical,4,4
14300,2023-08-04 11:04,Other,9,4
14301,2023-06-13 03:42,Fire,4,4
14302,2023-12-10 17:43,Other,5,9
14303,2023-04-14 10:00,Emergency Transfer,4,8
14304,2023-03-25 16:15,Other,3,5
14305,2023-05-20 19:41,Medical,1,3
14306,2023-02-01 23:25,Medical,11,10
14307,2023-08-30 17:47,Medical,9,11
14308,2023-04-13 23:52,Other,4,4
14309,2023-12-05 19:34,Fire,5,6
14310,2023-04-04 16:40,Fire,3,9
14311,2023-11-20 17:09,Fire,11,8
14312,2023-04-17 06:06,Other,4,1
14313,2023-07-08 18:02,Motor Vehicle Accident,5,0
14314,2023-09-10 21:18,Fire,14,2
14315,2023-09-14 21:22,Airport Standby,11,5
14316,2023-04-18 12:17,Medical,3,4
14317,2023-11-10 12:12,Other,4,1
14318,2023-02-10 19:25,Airport Standby,4,6
14319,2023-01-04 02:41,Airport Standby,5,4
14320,2023-07-11 03:56,Medical,4,7
14321,2023-10-03 05:50,Motor Vehicle Accident,5,5
14322,2023-06-08 03:04,Medical,4,3
14323,2023-05-31 08:11,Other,4,2
14324,2023-07-30 23:18,Other,4,4
14325,2023-11-26 01:13,Medical,3,6
14326,2023-06-15 19:11,Medical,3,10
14327,2023-09-04 11:44,Medical,4,4
14328,2023-02-01 00:07,Emergency Transfer,1,5
14329,2023-04-17 08:56,Medical,3,4
14330,2023-08-23 01:15,Medical,3,7
14331,2023-12-11 14:44,Motor Vehicle Accident,12,12
14332,2023-04-20 23:26,Other,4,4
14333,2023-10-08 05:06,Fire,11,3
14334,2023-04-17 00:56,Medical,3,11
14335,2023-09-14 11:15,Motor Vehicle Accident,3,7
14336,2023-10-05 05:13,Medical,9,6
14337,2023-01-21 04:02,Motor Vehicle Accident,5,12
14338,2023-07-03 18:05,Other,9,14
14339,2023-01-29 20:13,Medical,1,0
14340,2023-04-20 01:44,Medical,3,4
14341,2023-12-14 23:34,Fire,4,4
14342,2023-02-11 12:46,Motor Vehicle Accident,4,7
14343,2023-02-09 05:49,Fire,3,9
14344,2023-06-18 20:40,Fire,5,9
14345,2023-05-15 15:38,Fire,13,9
14346,2023-07-17 02:52,Medical,14,6
14347,2023-01-20 01:15,Medical,5,6
14348,2023-07-13 09:12,Fire,3,5
14349,2023-09-20 05:41,Fire,3,3
14350,2023-05-25 16:07,Motor Vehicle Accident,3,10
14351,2023-12-14 22:06,Fire,1,4
14352,2023-02-20 01:22,Medical,4,7
14353,2023-05-18 11:07,Motor Vehicle Accident,3,2
14354,2023-05-17 02:36,Other,4,5
14355,2023-12-12 13:59,Fire,5,5
14356,2023-09-04 08:11,Medical,1,8
14357,2023-01-02 11:06,Other,1,2
14358,2023-04-20 00:54,Motor Vehicle Accident,12,7
14359,2023-08-13 00:45,Airport Standby,4,4
14360,2023-05-23 06:14,Airport Standby,5,14
14361,2023-07-11 05:21,Motor Vehicle Accident,1,6
14362,2023-10-19 03:06,Motor Vehicle Accident,9,11
14363,2023-04-20 19:12,Medical,4,10
14364,2023-03-05 09:39,Motor Vehicle Accident,4,0
14365,2023-08-11 01:27,Motor Vehicle Accident,3,1
14366,2023-12-10 15:35,Motor Vehicle Accident,3,9
14367,2023-12-08 08:09,Medical,12,2
14368,2023-03-22 18:42,Other,1,2
14369,2023-03-07 09:22,Medical,11,4
14370,2023-09-15 07:29,Medical,11,8
14371,2023-03-17 15:08,Motor Vehicle Accident,5,8
14372,2023-05-18 07:47,Medical,14,4
14373,2023-08-03 14:08,Other,4,6
14374,2023-04-28 21:28,Other,4,8
14375,2023-10-15 23:13,Motor Vehicle Accident,4,4
14376,2023-02-26 20:31,Medical,13,6
14377,2023-08-01 13:04,Medical,1,7
14378,2023-03-18 07:45,Other,4,4
14379,2023-11-21 00:33,Medical,3,7
14380,2023-09-09 05:54,Other,4,5
14381,2023-04-04 08:48,Medical,3,7
14382,2023-03-19 00:16,Emergency Transfer,3,4
14383,2023-03-14 04:38,Fire,4,7
14384,2023-07-30 14:41,Medical,4,9
14385,2023-07-11 05:01,Fire,1,6
14386,2023-11-07 15:45,Motor Vehicle Accident,11,10
14387,2023-05-14 14:08,Other,9,2
14388,2023-06-16 08:23,Medical,4,0
14389,2023-06-12 01:07,Motor Vehicle Accident,3,13
14390,2023-03-15 19:03,Airport Standby,11,6
14391,2023-05-14 02:00,Motor Vehicle Accident,4,7
14392,2023-06-17 09:58,Motor Vehicle Accident,3,9
14393,2023-10-19 07:32,Motor Vehicle Accident,5,2
14394,2023-08-05 02:05,Motor Vehicle Accident,4,7
14395,2023-03-26 15:41,Medical,3,0
14396,2023-12-21 07:08,Emergency Transfer,14,7
14397,2023-10-26 14:47,Medical,1,5
14398,2023-10-04 10:11,Motor Vehicle Accident,3,8
14399,2023-05-02 04:37,Medical,9,4
14400,2023-11-19 06:26,Medical,3,2
14401,2023-08-27 08:46,Medical,5,3
14402,2023-03-20 01:10,Medical,1,6
14403,2023-04-06 09:05,Motor Vehicle Accident,1,7
14404,2023-02-12 02:06,Medical,5,9
14405,2023-05-18 08:04,Other,1,5
14406,2023-04-07 10:20,Fire,14,9
14407,2023-11-30 06:13,Fire,3,10
14408,2023-08-28 15:04,Medical,4,2
14409,2023-02-26 02:01,Fire,3,6
14410,2023-02-22 15:02,Motor Vehicle Accident,5,4
14411,2023-07-20 01:13,Other,4,7
14412,2023-02-02 04:32,Other,1,3
14413,2023-02-15 13:25,Medical,5,9
14414,2023-08-28 09:51,Motor Vehicle Accident,4,7
14415,2023-10-18 11:35,Other,5,9
14416,2023-03-11 11:44,Motor Vehicle Accident,5,8
14417,2023-06-26 11:18,Medical,4,3
14418,2023-02-15 08:30,Medical,4,7
14419,2023-03-13 19:30,Fire,4,5
14420,2023-03-02 00:10,Airport Standby,9,7
14421,2023-03-12 04:19,Fire,9,6
14422,2023-10-30 04:16,Motor Vehicle Accident,9,1
14423,2023-02-27 13:05,Medical,4,2
14424,2023-12-23 02:46,Medical,3,4
14425,2023-01-29 07:51,Fire,4,3
14426,2023-10-05 20:07,Motor Vehicle Accident,3,7
14427,2023-03-05 18:53,Emergency Transfer,4,7
14428,2023-08-30 10:08,Motor Vehicle Accident,5,6
14429,2023-08-07 20:23,Medical,4,12
14430,2023-08-19 14:09,Motor Vehicle Accident,3,6
14431,2023-10-20 06:42,Medical,4,10
14432,2023-10-06 19:48,Motor Vehicle Accident,4,8
14433,2023-12-01 23:44,Medical,14,7
14434,2023-02-13 22:09,Motor Vehicle Accident,5,9
14435,2023-07-16 06:08,Fire,4,5
14436,2023-01-18 11:26,Medical,5,0
14437,2023-10-11 13:07,Motor Vehicle Accident,4,2
14438,2023-09-29 07:41,Emergency Transfer,4,6
14439,2023-02-19 08:17,Emergency Transfer,4,10
14440,2023-01-04 11:18,Medical,3,10
14441,2023-07-05 04:32,Motor Vehicle Accident,5,3
14442,2023-11-25 05:37,Medical,3,5
14443,2023-04-17 10:05,Fire,5,4
14444,2023-03-09 21:25,Motor Vehicle Accident,3,5
14445,2023-06-26 03:31,Other,3,6
14446,2023-08-20 15:10,Medical,5,3
14447,2023-04-12 13:32,Other,11,7
14448,2023-03-19 22:30,Motor Vehicle Accident,14,8
14449,2023-10-09 04:00,Medical,11,7
14450,2023-07-10 13:29,Medical,3,8
14451,2023-05-20 04:55,Medical,5,1
14452,2023-06-20 21:31,Other,1,7
14453,2023-11-23 02:41,Fire,14,1
14454,2023-06-10 00:36,Motor Vehicle Accident,12,2
14455,2023-07-05 13:16,Motor Vehicle Accident,9,5
14456,2023-02-15 11:36,Motor Vehicle Accident,1,11
14457,2023-12-15 12:35,Medical,5,6
14458,2023-03-20 22:13,Motor Vehicle Accident,4,4
14459,2023-03-04 00:57,Motor Vehicle Accident,9,3
14460,2023-06-21 14:44,Motor Vehicle Accident,11,8
14461,2023-04-17 21:35,Medical,3,3
14462,2023-12-08 23:47,Emergency Transfer,4,6
14463,2023-07-25 05:28,Airport Standby,4,6
14464,2023-05-18 07:34,Motor Vehicle Accident,4,9
14465,2023-05-31 16:13,Motor Vehicle Accident,11,3
14466,2023-12-15 07:16,Other,4,8
14467,2023-03-30 16:52,Fire,5,8
14468,2023-03-09 06:29,Motor Vehicle Accident,5,1
14469,2023-11-17 04:54,Medical,3,8
14470,2023-08-15 17:19,Motor Vehicle Accident,13,4
14471,2023-06-27 15:45,Medical,1,2
14472,2023-06-03 02:47,Motor Vehicle Accident,3,6
14473,2023-04-20 12:15,Motor Vehicle Accident,1,2
14474,2023-02-26 15:23,Medical,14,9
14475,2023-06-02 14:25,Motor Vehicle Accident,1,2
14476,2023-03-12 10:18,Other,9,9
14477,2023-10-29 04:24,Medical,9,4
14478,2023-08-02 08:19,Motor Vehicle Accident,1,4
14479,2023-12-23 06:58,Medical,5,0
14480,2023-06-18 03:59,Medical,3,2
14481,2023-03-28 03:45,Medical,3,5
14482,2023-05-21 02:01,Motor Vehicle Accident,5,10
14483,2023-01-25 18:52,Medical,3,5
14484,2023-12-30 15:07,Other,5,5
14485,2023-12-14 11:15,Medical,4,9
14486,2023-01-19 12:06,Motor Vehicle Accident,4,10
14487,2023-11-24 10:06,Medical,9,3
14488,2023-02-26 15:42,Medical,4,5
14489,2023-07-31 07:36,Fire,4,3
14490,2023-03-27 08:04,Fire,1,4
14491,2023-02-02 11:00,Medical,11,4
14492,2023-08-22 19:00,Medical,4,6
14493,2023-06-14 10:02,Fire,3,5
14494,2023-09-14 08:10,Fire,9,7
14495,2023-05-26 17:46,Medical,4,13
14496,2023-07-25 17:54,Fire,4,10
14497,2023-06-03 22:26,Motor Vehicle Accident,4,1
14498,2023-04-03 02:39,Medical,4,6
14499,2023-02-18 13:15,Other,4,8
14500,2023-10-25 09:58,Medical,4,3
14501,2023-11-28 02:56,Fire,9,10
14502,2023-12-04 12:01,Other,4,8
14503,2023-06-17 09:05,Motor Vehicle Accident,4,6
14504,2023-04-11 08:46,Motor Vehicle Accident,1,7
14505,2023-11-25 05:09,Medical,5,8
14506,2023-10-14 04:35,Other,4,8
14507,2023-08-12 18:04,Medical,1,9
14508,2023-02-06 07:20,Motor Vehicle Accident,12,3
14509,2023-06-24 05:25,Fire,5,8
14510,2023-10-31 11:45,Medical,5,7
14511,2023-02-06 14:30,Fire,3,7
14512,2023-10-20 03:36,Motor Vehicle Accident,14,6
14513,2023-11-25 03:15,Fire,3,4
14514,2023-07-05 10:34,Motor Vehicle Accident,3,5
14515,2023-07-03 13:13,Medical,11,9
14516,2023-10-10 22:12,Other,5,3
14517,2023-08-25 15:24,Motor Vehicle Accident,1,7
14518,2023-06-10 11:50,Medical,1,4
14519,2023-01-13 15:15,Fire,4,8
14520,2023-05-03 23:55,Motor Vehicle Accident,13,9
14521,2023-07-01 16:39,Emergency Transfer,4,4
14522,2023-10-14 22:12,Airport Standby,4,3
14523,2023-10-21 08:09,Medical,11,2
14524,2023-02-23 20:40,Medical,4,6
14525,2023-02-15 09:20,Motor Vehicle Accident,4,9
14526,2023-03-13 11:11,Fire,5,2
14527,2023-03-20 06:41,Medical,4,3
14528,2023-12-30 07:14,Medical,3,9
14529,2023-05-08 00:34,Fire,4,5
14530,2023-01-11 07:21,Medical,9,4
14531,2023-09-03 09:27,Medical,5,7
14532,2023-09-22 00:08,Motor Vehicle Accident,4,9
14533,2023-11-10 06:25,Motor Vehicle Accident,1,4
14534,2023-01-29 21:12,Motor Vehicle Accident,4,6
14535,2023-05-10 08:41,Motor Vehicle Accident,3,9
14536,2023-08-13 18:55,Fire,3,4
14537,2023-10-16 22:21,Motor Vehicle Accident,5,8
14538,2023-07-19 11:57,Other,3,2
14539,2023-10-03 15:34,Motor Vehicle Accident,4,3
14540,2023-04-03 11:48,Medical,4,5
14541,2023-01-28 06:15,Fire,3,7
14542,2023-11-03 16:43,Fire,3,3
14543,2023-02-07 03:04,Motor Vehicle Accident,1,3
14544,2023-01-21 08:59,Motor Vehicle Accident,5,3
14545,2023-11-13 15:04,Other,4,1
14546,2023-05-05 06:45,Motor Vehicle Accident,3,6
14547,2023-10-15 12:28,Other,4,13
14548,2023-11-26 07:33,Motor Vehicle Accident,1,3
14549,2023-08-12 08:23,Fire,9,5
14550,2023-05-12 21:52,Motor Vehicle Accident,3,5
14551,2023-07-18 03:59,Motor Vehicle Accident,3,4
14552,2023-03-20 10:01,Medical,4,6
14553,2023-05-03 14:19,Medical,9,8
14554,2023-12-02 23:46,Fire,4,9
14555,2023-06-05 23:11,Medical,4,9
14556,2023-05-31 23:39,Fire,5,7
14557,2023-10-18 17:50,Medical,3,11
14558,2023-05-03 02:20,Medical,11,2
14559,2023-07-20 07:23,Motor Vehicle Accident,4,7
14560,2023-11-01 07:54,Other,12,4
14561,2023-11-24 19:26,Airport Standby,12,6
14562,2023-02-07 16:37,Medical,1,6
14563,2023-07-16 19:43,Other,9,2
14564,2023-12-09 23:52,Medical,1,2
14565,2023-11-26 08:18,Motor Vehicle Accident,4,5
14566,2023-05-25 19:00,Other,4,8
14567,2023-01-03 12:29,Motor Vehicle Accident,4,10
14568,2023-06-24 11:53,Airport Standby,4,2
14569,2023-03-08 23:46,Motor Vehicle Accident,5,5
14570,2023-03-03 09:45,Medical,1,4
14571,2023-04-28 08:04,Motor Vehicle Accident,4,11
14572,2023-07-21 06:34,Motor Vehicle Accident,3,4
14573,2023-08-10 18:32,Motor Vehicle Accident,3,5
14574,2023-01-02 07:59,Medical,11,7
14575,2023-11-23 10:59,Motor Vehicle Accident,5,4
14576,2023-02-02 21:01,Motor Vehicle Accident,1,2
14577,2023-10-31 11:31,Emergency Transfer,5,5
14578,2023-02-05 15:22,Motor Vehicle Accident,4,6
14579,2023-06-10 12:56,Medical,12,4
14580,2023-05-27 01:53,Other,1,8
14581,2023-01-20 15:51,Airport Standby,4,2
14582,2023-11-19 11:00,Motor Vehicle Accident,11,7
14583,2023-08-27 12:12,Motor Vehicle Accident,11,9
14584,2023-11-22 05:37,Medical,4,9
14585,2023-04-25 16:25,Medical,1,6
14586,2023-09-09 03:15,Medical,4,2
14587,2023-04-27 17:50,Motor Vehicle Accident,5,3
14588,2023-11-01 03:48,Fire,12,3
14589,2023-07-04 11:51,Other,5,8
14590,2023-03-09 23:35,Motor Vehicle Accident,4,7
14591,2023-08-05 18:30,Other,3,2
14592,2023-03-06 17:19,Medical,1,2
14593,2023-10-28 14:08,Medical,3,2
14594,2023-01-02 09:24,Motor Vehicle Accident,4,1
14595,2023-03-26 10:11,Medical,5,1
14596,2023-05-22 06:44,Motor Vehicle Accident,1,9
14597,2023-05-16 07:17,Motor Vehicle Accident,3,4
14598,2023-02-25 12:56,Medical,5,9
14599,2023-03-04 15:10,Fire,3,9
14600,2023-09-17 14:48,Motor Vehicle Accident,4,2
14601,2023-11-27 02:37,Fire,4,6
14602,2023-12-03 23:06,Motor Vehicle Accident,3,6
14603,2023-04-05 02:11,Fire,4,7
14604,2023-01-17 02:45,Other,3,5
14605,2023-04-23 01:47,Other,12,2
14606,2023-04-28 22:13,Medical,5,5
14607,2023-12-20 02:53,Motor Vehicle Accident,5,5
14608,2023-12-25 20:27,Emergency Transfer,5,3
14609,2023-11-10 07:15,Motor Vehicle Accident,5,7
14610,2023-05-23 03:51,Medical,13,5
14611,2023-03-24 03:58,Medical,14,4
14612,2023-03-16 08:40,Motor Vehicle Accident,5,10
14613,2023-05-07 21:52,Motor Vehicle Accident,4,8
14614,2023-07-13 14:37,Fire,4,5
14615,2023-07-04 15:02,Motor Vehicle Accident,3,1
14616,2023-03-12 18:34,Other,1,3
14617,2023-01-13 06:06,Emergency Transfer,4,11
14618,2023-10-22 00:17,Motor Vehicle Accident,5,6
14619,2023-06-09 06:48,Emergency Transfer,14,8
14620,2023-09-05 18:37,Fire,11,4
14621,2023-07-26 22:15,Emergency Transfer,1,7
14622,2023-11-26 14:39,Fire,4,3
14623,2023-06-24 15:39,Fire,13,0
14624,2023-10-29 07:45,Medical,4,6
14625,2023-11-13 05:23,Motor Vehicle Accident,1,6
14626,2023-02-24 07:37,Motor Vehicle Accident,4,11
14627,2023-06-20 05:51,Other,1,4
14628,2023-07-18 07:15,Medical,3,2
14629,2023-05-23 18:48,Motor Vehicle Accident,12,2
14630,2023-04-20 02:50,Medical,3,9
14631,2023-04-03 05:53,Medical,3,3
14632,2023-06-30 19:09,Medical,3,4
14633,2023-03-23 18:57,Medical,3,3
14634,2023-12-03 10:55,Medical,3,4
14635,2023-01-09 10:12,Other,5,0
14636,2023-02-09 15:21,Fire,1,7
14637,2023-12-18 00:26,Airport Standby,1,5
14638,2023-05-11 08:32,Medical,1,5
14639,2023-12-03 07:42,Medical,3,2
14640,2023-04-28 01:47,Airport Standby,4,5
14641,2023-03-04 01:09,Medical,3,4
14642,2023-08-19 11:47,Medical,4,8
14643,2023-12-29 06:38,Medical,4,5
14644,2023-04-21 03:36,Motor Vehicle Accident,1,11
14645,2023-06-21 11:26,Medical,9,1
14646,2023-07-05 15:41,Emergency Transfer,4,4
14647,2023-12-08 06:29,Motor Vehicle Accident,4,5
14648,2023-12-15 22:52,Fire,9,5
14649,2023-01-13 17:23,Medical,5,9
14650,2023-03-27 12:25,Other,1,4
14651,2023-09-26 04:17,Medical,5,13
14652,2023-12-10 09:06,Medical,11,7
14653,2023-06-07 09:04,Fire,4,7
14654,2023-11-25 09:05,Other,14,7
14655,2023-08-14 11:09,Medical,4,5
14656,2023-01-03 19:15,Other,4,9
14657,2023-11-11 03:36,Motor Vehicle Accident,4,13
14658,2023-10-09 11:21,Medical,9,8
14659,2023-05-12 16:04,Other,12,7
14660,2023-04-07 20:08,Emergency Transfer,4,5
14661,2023-08-15 02:30,Medical,5,2
14662,2023-03-26 21:03,Medical,5,4
14663,2023-07-08 07:47,Motor Vehicle Accident,5,8
14664,2023-06-30 14:55,Motor Vehicle Accident,5,1
14665,2023-02-28 04:16,Airport Standby,1,10
14666,2023-01-14 11:12,Motor Vehicle Accident,1,12
14667,2023-12-05 13:42,Medical,12,0
14668,2023-12-11 11:31,Medical,3,8
14669,2023-10-04 14:10,Motor Vehicle Accident,11,7
14670,2023-03-19 20:59,Medical,14,5
14671,2023-05-22 16:24,Motor Vehicle Accident,4,4
14672,2023-07-25 23:35,Fire,1,8
14673,2023-10-25 17:02,Medical,3,9
14674,2023-04-19 12:55,Motor Vehicle Accident,4,5
14675,2023-09-28 19:48,Medical,3,6
14676,2023-03-25 09:10,Motor Vehicle Accident,13,6
14677,2023-05-29 21:05,Other,11,2
14678,2023-09-01 04:52,Other,4,12
14679,2023-11-16 19:31,Other,11,6
14680,2023-10-16 00:44,Other,5,8
14681,2023-07-01 05:01,Medical,3,9
14682,2023-10-25 15:11,Medical,5,3
14683,2023-10-13 20:12,Motor Vehicle Accident,1,3
14684,2023-01-02 20:18,Motor Vehicle Accident,5,6
14685,2023-04-18 12:11,Motor Vehicle Accident,4,6
14686,2023-06-16 06:28,Medical,4,5
14687,2023-05-17 17:56,Fire,9,3
14688,2023-09-10 16:35,Motor Vehicle Accident,11,3
14689,2023-07-31 22:41,Medical,4,7
14690,2023-10-01 14:57,Medical,5,3
14691,2023-03-14 18:01,Other,14,10
14692,2023-11-27 22:49,Medical,5,1
14693,2023-12-11 13:05,Motor Vehicle Accident,5,8
14694,2023-11-20 01:59,Other,11,7
14695,2023-10-27 16:07,Motor Vehicle Accident,5,3
14696,2023-12-19 04:38,Motor Vehicle Accident,1,4
14697,2023-10-08 19:25,Motor Vehicle Accident,4,6
14698,2023-09-20 21:12,Medical,4,3
14699,2023-02-13 06:14,Fire,3,8
14700,2023-03-12 21:01,Medical,3,6
14701,2023-03-16 05:34,Motor Vehicle Accident,9,4
14702,2023-03-29 10:15,Other,3,4
14703,2023-02-19 23:20,Medical,4,1
14704,2023-05-10 01:46,Motor Vehicle Accident,5,5
14705,2023-03-04 04:27,Other,3,4
14706,2023-04-12 04:40,Medical,9,8
14707,2023-09-09 21:05,Other,3,11
14708,2023-10-10 02:42,Airport Standby,5,8
14709,2023-02-02 07:36,Motor Vehicle Accident,1,4
14710,2023-04-16 13:21,Motor Vehicle Accident,9,9
14711,2023-08-04 00:24,Other,4,4
14712,2023-10-06 11:54,Medical,5,3
14713,2023-10-02 20:18,Motor Vehicle Accident,14,4
14714,2023-11-23 03:00,Medical,3,7
14715,2023-01-10 01:06,Medical,5,6
14716,2023-01-12 02:05,Medical,4,5
14717,2023-11-01 12:34,Other,9,4
14718,2023-10-11 08:26,Other,5,0
14719,2023-08-22 23:53,Medical,1,3
14720,2023-03-17 05:55,Emergency Transfer,1,4
14721,2023-04-02 05:23,Medical,3,5
14722,2023-02-26 01:24,Other,3,7
14723,2023-05-17 15:27,Medical,5,10
14724,2023-12-07 20:10,Other,5,2
14725,2023-12-22 09:23,Medical,14,5
14726,2023-10-19 03:07,Motor Vehicle Accident,4,4
14727,2023-04-08 04:00,Motor Vehicle Accident,4,4
14728,2023-04-16 19:13,Motor Vehicle Accident,5,7
14729,2023-06-23 17:23,Medical,3,7
14730,2023-05-06 17:47,Medical,4,2
14731,2023-04-04 17:54,Other,3,7
14732,2023-04-13 15:11,Fire,3,8
14733,2023-03-18 12:11,Other,14,9
14734,2023-06-18 23:37,Fire,4,7
14735,2023-06-06 10:14,Medical,3,8
14736,2023-03-10 08:01,Other,4,5
14737,2023-08-10 04:02,Motor Vehicle Accident,3,5
14738,2023-08-17 10:06,Other,13,2
14739,2023-03-27 14:27,Emergency Transfer,3,7
14740,2023-06-03 12:12,Motor Vehicle Accident,12,8
14741,2023-05-15 00:16,Fire,4,1
14742,2023-03-11 05:10,Motor Vehicle Accident,3,9
14743,2023-01-02 19:40,Medical,1,13
14744,2023-07-21 04:46,Other,12,3
14745,2023-04-17 07:56,Other,3,6
14746,2023-08-29 09:29,Motor Vehicle Accident,3,6
14747,2023-12-30 00:21,Medical,4,7
14748,2023-11-23 01:05,Medical,3,6
14749,2023-10-06 01:32,Motor Vehicle Accident,4,4
14750,2023-03-02 19:08,Other,5,2
14751,2023-01-24 23:33,Motor Vehicle Accident,9,1
14752,2023-02-11 13:17,Medical,4,3
14753,2023-04-27 18:28,Medical,3,6
14754,2023-07-30 03:40,Other,1,8
14755,2023-12-02 23:34,Other,4,5
14756,2023-07-16 17:24,Medical,4,6
14757,2023-12-15 01:45,Motor Vehicle Accident,4,9
14758,2023-09-18 05:42,Medical,3,4
14759,2023-04-23 20:58,Medical,3,9
14760,2023-01-29 07:30,Medical,5,8
14761,2023-09-18 16:56,Other,3,7
14762,2023-03-17 04:08,Medical,5,9
14763,2023-07-02 16:10,Emergency Transfer,1,5
14764,2023-06-16 20:14,Medical,12,5
14765,2023-06-21 20:22,Other,4,3
14766,2023-04-15 13:28,Motor Vehicle Accident,5,3
14767,2023-07-07 13:28,Medical,4,7
14768,2023-07-07 06:30,Medical,5,6
14769,2023-11-07 08:25,Medical,3,5
14770,2023-10-24 04:47,Motor Vehicle Accident,1,9
14771,2023-12-12 13:20,Other,4,3
14772,2023-12-11 22:25,Motor Vehicle Accident,4,5
14773,2023-03-14 21:40,Other,3,5
14774,2023-03-20 05:25,Medical,5,5
14775,2023-07-30 22:08,Medical,14,6
14776,2023-06-11 18:06,Motor Vehicle Accident,3,3
14777,2023-03-04 22:27,Medical,4,1
14778,2023-07-01 04:33,Emergency Transfer,9,4
14779,2023-04-17 16:48,Motor Vehicle Accident,1,0
14780,2023-10-16 04:04,Other,11,6
14781,2023-05-29 12:36,Medical,5,6
14782,2023-08-13 14:02,Medical,3,2
14783,2023-04-09 19:32,Medical,4,6
14784,2023-03-24 05:11,Motor Vehicle Accident,4,3
14785,2023-09-20 03:23,Motor Vehicle Accident,1,6
14786,2023-08-21 21:40,Medical,4,4
14787,2023-12-15 03:48,Motor Vehicle Accident,3,2
14788,2023-03-12 21:39,Medical,4,3
14789,2023-05-06 10:29,Emergency Transfer,9,6
14790,2023-12-06 03:02,Other,4,8
14791,2023-02-16 16:15,Motor Vehicle Accident,1,7
14792,2023-12-04 04:56,Other,3,6
14793,2023-06-15 16:45,Airport Standby,9,8
14794,2023-01-24 12:53,Motor Vehicle Accident,13,2
14795,2023-01-01 02:07,Fire,9,1
14796,2023-11-15 03:29,Medical,13,4
14797,2023-06-29 09:30,Motor Vehicle Accident,3,5
14798,2023-04-04 17:43,Medical,4,9
14799,2023-06-25 07:14,Medical,1,4
14800,2023-10-29 08:35,Motor Vehicle Accident,5,6
14801,2023-01-22 00:48,Motor Vehicle Accident,1,9
14802,2023-06-28 05:27,Medical,4,10
14803,2023-10-20 08:44,Other,4,2
14804,2023-03-20 03:33,Medical,9,8
14805,2023-11-04 20:41,Medical,4,8
14806,2023-01-22 11:48,Medical,1,4
14807,2023-08-13 16:00,Motor Vehicle Accident,12,4
14808,2023-08-26 21:19,Medical,1,4
14809,2023-01-21 01:58,Motor Vehicle Accident,3,5
14810,2023-07-12 07:57,Fire,13,8
14811,2023-06-18 16:12,Motor Vehicle Accident,9,3
14812,2023-11-19 19:36,Motor Vehicle Accident,5,4
14813,2023-02-06 12:36,Fire,9,12
14814,2023-04-08 02:54,Motor Vehicle Accident,4,8
14815,2023-11-30 01:53,Motor Vehicle Accident,3,2
14816,2023-11-03 03:34,Medical,12,9
14817,2023-09-02 23:23,Airport Standby,5,9
14818,2023-03-06 06:05,Motor Vehicle Accident,3,4
14819,2023-09-26 02:13,Medical,14,5
14820,2023-04-23 19:19,Medical,3,7
14821,2023-04-10 07:47,Medical,3,2
14822,2023-04-17 17:29,Fire,3,3
14823,2023-06-09 13:07,Other,4,3
14824,2023-04-19 01:04,Medical,5,3
14825,2023-09-01 02:40,Other,3,6
14826,2023-01-04 11:04,Medical,3,8
14827,2023-05-12 08:40,Motor Vehicle Accident,9,2
14828,2023-03-16 02:25,Medical,14,7
14829,2023-06-24 03:27,Fire,11,3
14830,2023-05-09 10:48,Medical,9,3
14831,2023-03-08 01:28,Motor Vehicle Accident,4,4
14832,2023-02-03 23:33,Other,5,3
14833,2023-04-21 05:43,Motor Vehicle Accident,3,1
14834,2023-08-27 22:17,Medical,1,1
14835,2023-06-07 17:59,Motor Vehicle Accident,11,4
14836,2023-09-23 16:06,Motor Vehicle Accident,14,6
14837,2023-10-06 09:28,Emergency Transfer,5,3
